"DATE","CATEGORY","SUBJECT","DOWNLOAD"
"08-Dec-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_08122023.pdf"
"08-Dec-2023","NSE CLEARING","Market Wide Position Limit in HINDCOPPER
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_nsccl_08122023.pdf"
"08-Dec-2023","PRESS_RELEASES","Clarification by Elgi Equipments Limited
Clarification by Hubtown Limited
Clarification by India Tourism Development Corporation Limited
News about Persistent Systems Limited
Clarification by Precot Limited
Clarification by Puravankara Limited
Clarification by Rbm Infracon Limited
Clarification by Schneider Electric Infrastructure Limited
Clarification by Spencer's Retail Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_surv_08122023.pdf"
"08-Dec-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_list_08122023.pdf"
"08-Dec-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_08122023_0.pdf"
"07-Dec-2023","NSE CLEARING","Market-wide Position Limit in BALRAMCHIN and NATIONALUM
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_nsccl_07122023.pdf"
"07-Dec-2023","CORPORATE COMMUNICATIONS","NSE inaugurates Investors Service Centre in Dimapur with SEBI &amp; BSE
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_07122023_0.pdf"
"07-Dec-2023","NSE INDICES","Replacements in indices w.e.f. December 29, 2023
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/ind_prs07122023.pdf"
"07-Dec-2023","PRESS_RELEASES","News about Aditya Birla Fashion and Retail Limited
Clarification by Essar Shipping Limited
Clarification by Globe International Carriers Limited
Clarification by Hubtown Limited
Clarification by India Tourism Development Corporation Limited
Clarification by Kanoria Chemicals &amp; Industries Limited
Clarification by Precot Limited
Clarification by Spencer's Retail Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_surv_07122023.pdf"
"07-Dec-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_list_07122023.pdf"
"06-Dec-2023","NSE CLEARING","Market-wide Position Limit in SAIL
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_nsccl_06122023_0.pdf"
"06-Dec-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_061122023.pdf"
"06-Dec-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_06122023_0.pdf"
"06-Dec-2023","SURVEILLANCE","
News about Adani Ports and Special Economic Zone Limited
News about Aditya Birla Fashion and Retail Limited
Clarification by Bhartiya International Limited
Clarification by Country Club Hospitality &amp; Holidays Limited
News about Dr. Reddy's Laboratories Limited
Clarification by Essar Shipping Limited
Clarification by Kanoria Chemicals &amp; Industries Limited
Clarification by New Delhi Television Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_surv_06122023.pdf"
"05-Dec-2023","CORPORATE COMMUNICATIONS","SME companies listed on NSE Emerge platform cross Rs. 1,00,000 Crore Market Capitalisation mark
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_05122023.pdf"
"05-Dec-2023","SURVEILLANCE","
News about Adani Ports and Special Economic Zone Limited
Clarification by Bhartiya International Limited
Clarification by Consolidated Finvest &amp; Holdings Limited
Clarification by New Delhi Television Limited
Clarification by Spencer's Retail Limited
Clarification by Vijaya Diagnostic Centre Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_surv_05122023.pdf"
"05-Dec-2023","NSE INDICES","NSE Indices launches new variant of the Nifty 50 index - the Nifty 50 Net Total Return (NTR) index
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/ind_prs05122023.pdf"
"04-Dec-2023","NSE CLEARING","Market-wide Position Limit in IBULHSGFIN, INDIACEM &amp; ZEEL
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_nsccl_04122023.pdf"
"04-Dec-2023","CORPORATE COMMUNICATIONS","Caution for Investors
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_04122023.pdf"
"04-Dec-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_04122023_0.pdf"
"04-Dec-2023","CORPORATE COMMUNICATIONS","NSE awarded as ‘Exchange of the Year’ in the Regulation Asia Awards for Excellence 2023
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_04122023_1.pdf"
"04-Dec-2023","SURVEILLANCE","Clarification by Arvind SmartSpaces Limited
Clarification by Consolidated Finvest &amp; Holdings Limited
Clarification by Hercules Hoists Limited
News about Hinduja Global Solutions Limited
News about JSW Holdings Limited
Clarification by Keystone Realtors Limited
News about NLC India Limited
Clarification by Sangam (India) Limited
Clarification by Shalimar Paints Limited
News about Som Distilleries &amp; Breweries Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_surv_04122023.pdf"
"03-Dec-2023","CORPORATE COMMUNICATIONS","NSE Listed Companies’ Market Capitalization Surpass USD&nbsp; 4 Trillion

&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_03122023.pdf"
"01-Dec-2023","SURVEILLANCE","Clarification by Arvind SmartSpaces Limited

Clarification by Dollex Agrotech Limited

News about JSW Holdings Limited

Clarification by Keystone Realtors Limited

Clarification by Navkar Corporation Limited

Clarification by Shalimar Paints Limited

News about Som Distilleries &amp; Breweries Limited

Clarification by Sungarner Energies Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_surv_01122023.pdf"
"01-Dec-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_01122023.pdf"
"01-Dec-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_cc_01122023_0.pdf"
"01-Dec-2023","NSE CLEARING","Market-wide Position Limit in DELTACORP
","https://nsearchives.nseindia.com//web/sites/default/files/2023-12/PR_nsccl_01122023.pdf"
"30-Nov-2023","SURVEILLANCE","Clarification by BOROSIL RENEWABLES LIMITED
Clarification by Graphite India Limited
Clarification by Hi-Green Carbon Limited
Clarification by Insecticides (India) Limited
Clarification by Navkar Corporation Limited
Clarification by Pulz Electronics Limited
News about R R Kabel Limited
News about Zee Entertainment Enterprises Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_30112023.pdf"
"30-Nov-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_30112023.pdf"
"29-Nov-2023","SURVEILLANCE","Clarification by BOROSIL RENEWABLES LIMITED
Clarification by Ginni Filaments Limited
Clarification by Graphite India Limited
News about Hinduja Global Solutions Limited
Clarification by Insecticides (India) Limited
Clarification by Munjal Auto Industries Limited
News about R R Kabel Limited
Clarification by Sequent Scientific Limited
Clarification by The Investment Trust Of India Limited
News about Zee Entertainment Enterprises Limited
Clarification by Zenith Exports Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_29112023.pdf"
"29-Nov-2023","NSE CLEARING","Market-wide Position Limit in HINDCOPPER &amp; MANAPPURAM
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_29112023.pdf"
"29-Nov-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_29112023.pdf"
"29-Nov-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_29112023.pdf"
"29-Nov-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_29112023_0.pdf"
"28-Nov-2023","PRESS_RELEASES","Listing of Equity Shares of Indian Renewable Energy Development Agency Limited (IPO)
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_28112023.pdf"
"28-Nov-2023","SURVEILLANCE","Clarification by 3i Infotech Limited
Clarification by Cadsys (India) Limited
Clarification by DCM Shriram Limited
Clarification by Data Patterns (India) Limited
Clarification by Elecon Engineering Company Limited
Clarification by Ginni Filaments Limited
News about Kesoram Industries Limited
Clarification by Munjal Auto Industries Limited
Clarification by Pramara Promotions Limited
Clarification by Sequent Scientific Limited

Clarification by Subros Limited
Clarification by The Investment Trust Of India Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_28112023.pdf"
"24-Nov-2023","NSE INDICES","Changes in Nifty Fixed Income indices w.e.f. November 30, 2023
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/ind_prs24112023.pdf"
"24-Nov-2023","SURVEILLANCE","Clarification by 3i Infotech Limited
Clarification by Arham Technologies Limited
Clarification by DCM Shriram Limited
Clarification by Data Patterns (India) Limited
Clarification by Elecon Engineering Company Limited
News about Kesoram Industries Limited
Clarification by Pulz Electronics Limited
Clarification by Subros Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_24112023.pdf"
"23-Nov-2023","NSE CLEARING","Market-wide Position Limit in BALRAMCHIN &amp; HINDPETRO
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_23112023.pdf"
"23-Nov-2023","CORPORATE COMMUNICATIONS","NSE Academy Limited collaborates with AICPA &amp; CIMA for offering joint certificate courses
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_23112023.pdf"
"23-Nov-2023","CORPORATE COMMUNICATIONS","Caution for Investors
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_23112023_0.pdf"
"23-Nov-2023","PRESS_RELEASES","23-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Aegis Logistics Limited
23-Nov-23&nbsp;&nbsp; &nbsp;Clarification by BGR Energy Systems Limited
23-Nov-23&nbsp;&nbsp; &nbsp;News about Cipla Limited
23-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Dhunseri Investments Limited
23-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Sungarner Energies Limited
23-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Tube Investments of India Limited
23-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Vardhman Textiles Limited
23-Nov-23&nbsp;&nbsp; &nbsp;Clarification by eClerx Services Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_23112023.pdf"
"22-Nov-2023","NSE INDICES","Changes in Nifty Fixed Income indices w.e.f. November 30, 2023
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/ind_prs22112023.pdf"
"22-Nov-2023","CORPORATE COMMUNICATIONS","National Stock Exchange and Government of West Bengal sign MoU to facilitate fund raising for SMEs in the State
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_22112023.pdf"
"22-Nov-2023","PRESS_RELEASES","22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Aegis Logistics Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by BGR Energy Systems Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by DRC Systems India Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Dhunseri Investments Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Jindal Drilling And Industries Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Johnson Controls - Hitachi Air Conditioning India Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Johnson Controls - Hitachi Air Conditioning India Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Sastasundar Ventures Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Shanthi Gears Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Tata Investment Corporation Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Tube Investments of India Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Vardhman Textiles Limited
22-Nov-23&nbsp;&nbsp; &nbsp;Clarification by eClerx Services Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_22112023.pdf"
"21-Nov-2023","PRESS_RELEASES","21-Nov-23&nbsp;&nbsp; &nbsp;News about Adani Wilmar Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by BF Investment Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by DRC Systems India Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Goldiam International Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Hisar Metal Industries Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Jindal Drilling And Industries Limited
21-Nov-23&nbsp;&nbsp; &nbsp;News about Jio Financial Services Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Johnson Controls - Hitachi Air Conditioning India Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Latent View Analytics Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Saregama India Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Sastasundar Ventures Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Sumit Woods Limited
21-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Tata Investment Corporation Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_21112023.pdf"
"21-Nov-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_21112023_0.pdf"
"21-Nov-2023","CORPORATE COMMUNICATIONS","Caution for Investors
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_21112023.pdf"
"20-Nov-2023","NSE CLEARING","Market-wide Position Limit in BHEL, IBULHSGFIN, &amp; NMDC
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_20112023.pdf"
"20-Nov-2023","PRESS_RELEASES","20-Nov-23&nbsp;&nbsp; &nbsp;News about Adani Wilmar Limited
20-Nov-23&nbsp;&nbsp; &nbsp;Clarification by BF Investment Limited
20-Nov-23&nbsp;&nbsp; &nbsp;News about Dish TV India Limited
20-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Goldiam International Limited
20-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Greenlam Industries Limited
20-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Hisar Metal Industries Limited
20-Nov-23&nbsp;&nbsp; &nbsp;Clarification by JSW Holdings Limited
20-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Latent View Analytics Limited
20-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Starteck Finance Limited
20-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Sumit Woods Limited
20-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Tata Investment Corporation Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_20112023.pdf"
"17-Nov-2023","NSE CLEARING","Market-wide Position Limit in RBLBANK
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_17112023.pdf"
"17-Nov-2023","PRESS_RELEASES","Listing of Equity Shares of Sunrest Lifescience Limited (SME-IPO)
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_17112023.pdf"
"17-Nov-2023","SURVEILLANCE","Clarification by Atlanta &nbsp;Limited
Clarification by CESC Limited
News about Dish TV India Limited
Clarification by Dreamfolks Services Limited
Clarification by Filatex India Limited
Clarification by Greenlam Industries Limited
Clarification by Gufic Biosciences Limited
Clarification by Happiest Minds Technologies Limited
Clarification by Parin Furniture Limited
Clarification by Saregama India Limited
Clarification by Starteck Finance Limited
Clarification by Tata Investment Corporation Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_17112023.pdf"
"16-Nov-2023","NSE CLEARING","Market-wide Position Limit in CHAMBLFERT, INDIACEM &amp; MANAPPURAM
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_16112023.pdf"
"16-Nov-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_16112023.pdf"
"16-Nov-2023","CORPORATE COMMUNICATIONS","Caution for Investors&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_16112023_0.pdf"
"16-Nov-2023","PRESS_RELEASES","16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by CESC Limited
16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Dodla Dairy Limited
16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Dreamfolks Services Limited
16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Filatex India Limited
16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Gateway Distriparks Limited
16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Gufic Biosciences Limited
16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Happiest Minds Technologies Limited
16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Hindware Home Innovation Limited
16-Nov-23&nbsp;&nbsp; &nbsp;News about Religare Enterprises Limited
16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Sunflag Iron And Steel Company Limited
16-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Windsor Machines Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_16112023.pdf"
"15-Nov-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list15112023.pdf"
"15-Nov-2023","CORPORATE COMMUNICATIONS","Caution for Investors
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_15112023_0.pdf"
"15-Nov-2023","CORPORATE COMMUNICATIONS","SEBI inaugurates Common Investors Service Centre in Mumbai with NSE &amp; BSE
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_15112023.pdf"
"15-Nov-2023","NSE CLEARING","Market-wide Position Limit in MCX
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_15112023.pdf"
"14-Nov-2023","CORPORATE COMMUNICATIONS","IITF 2023
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/Press release IITF 2023 14 Nov.pdf"
"13-Nov-2023","NSE CLEARING","Market-wide Position Limit in HINDCOPPER, IBULHSGFIN &amp; SAIL
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_13112023.pdf"
"13-Nov-2023","PRESS_RELEASES","13-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Prolife Industries Limited
13-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Smc Global Securities Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_13112023.pdf"
"13-Nov-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_13112023.pdf"
"10-Nov-2023","NSE CLEARING","Market-wide Position Limit in MANAPPURAM &amp; ZEEL
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_10112023.pdf"
"10-Nov-2023","PRESS_RELEASES","10-Nov-23&nbsp;&nbsp; &nbsp;Clarification by GeeCee Ventures Limited
10-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Huhtamaki India Limited
10-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Intense Technologies Limited
10-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Johnson Controls - Hitachi Air Conditioning India Limited
10-Nov-23&nbsp;&nbsp; &nbsp;News about Religare Enterprises Limited
10-Nov-23&nbsp;&nbsp; &nbsp;News about Som Distilleries &amp; Breweries Limited
10-Nov-23&nbsp;&nbsp; &nbsp;News about Vedanta Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_10112023.pdf"
"10-Nov-2023","PRESS_RELEASES","Listing of public issue of Secured, Redeemable, Non-Convertible Debentures of Indiabulls Housing Finance Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_10112023.pdf"
"09-Nov-2023","PRESS_RELEASES","09-Nov-23&nbsp;&nbsp; &nbsp;Clarification by GeeCee Ventures Limited
09-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Huhtamaki India Limited
09-Nov-23&nbsp;&nbsp; &nbsp;News about Shoppers Stop Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_09112023.pdf"
"09-Nov-2023","NSE CLEARING","Market-wide Position Limit in CHAMBLFERT &amp; MCX
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_09112023.pdf"
"09-Nov-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_09112023.pdf"
"09-Nov-2023","CORPORATE COMMUNICATIONS","NSE inaugurates Investors Service Centre in Agartala with SEBI &amp; BSE
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_09112023.pdf"
"09-Nov-2023","INVESTOR SERVICES CELL","Press Release for the Month of October 2023
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_isc_09112023.pdf"
"09-Nov-2023","NSE INDICES","Replacement in index w.e.f. November 17, 2023
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/ind_prs09112023.pdf"
"08-Nov-2023","NSE CLEARING","Market-wide Position Limit in DELTACORP
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_nsccl_08112023.pdf"
"08-Nov-2023","PRESS_RELEASES","08-Nov-23&nbsp;&nbsp; &nbsp;News about Shoppers Stop Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_08112023.pdf"
"08-Nov-2023","PRESS_RELEASES","Press Release&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_08112023.pdf"
"07-Nov-2023","PRESS_RELEASES","Listing of Equity Shares of Sar Televenture Limited (SME-IPO)

&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_07112023.pdf"
"07-Nov-2023","SURVEILLANCE","News about Som Distilleries &amp; Breweries Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_07112023.pdf"
"07-Nov-2023","CORPORATE COMMUNICATIONS","NSE Clearing Ltd re-affirms “CRISIL AAA/Stable” for sixteenth consecutive year
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_07112023.pdf"
"06-Nov-2023","CORPORATE COMMUNICATIONS","National Stock Exchange and Government of Uttarakhand sign MoU to facilitate fund raising for SMEs in the state
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_06112023.pdf"
"06-Nov-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_06112023.pdf"
"06-Nov-2023","SURVEILLANCE","Clarification by A G Universal Limited
Clarification by Lloyds Luxuries Limited
Clarification by Milton Industries Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_06112023.pdf"
"03-Nov-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_03112023.pdf"
"02-Nov-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_list_02112023.pdf"
"02-Nov-2023","SURVEILLANCE","Clarification by Transwind Infrastructures Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_02112023.pdf"
"01-Nov-2023","CORPORATE COMMUNICATIONS","NSE’s consolidated Q2 operating revenue up by 24% YoY at Rs.3,652 crores
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_cc_01112023.pdf"
"01-Nov-2023","PRESS_RELEASES","01-Nov-23&nbsp;&nbsp; &nbsp;Clarification by A G Universal Limited
01-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Galaxy Surfactants Limited
01-Nov-23&nbsp;&nbsp; &nbsp;Clarification by Integrated Personnel Services Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-11/PR_surv_01112023.pdf"
"31-Oct-2023","NSE CLEARING","Market-wide Position Limit in GNFC
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_nsccl_31102023.pdf"
"31-Oct-2023","PRESS_RELEASES","Declaration as Defaulter: Balance Equity Broking (India) Pvt. Ltd.
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_Compl_31102023.pdf"
"31-Oct-2023","PRESS_RELEASES","31-Oct-23&nbsp;&nbsp; &nbsp;Clarification by Galaxy Surfactants Limited
31-Oct-23&nbsp;&nbsp; &nbsp;Clarification by Kody Technolab Limited
31-Oct-23&nbsp;&nbsp; &nbsp;Clarification by Medicamen Biotech Limited
31-Oct-23&nbsp;&nbsp; &nbsp;Clarification by Mohini Health &amp; Hygiene Limited
31-Oct-23&nbsp;&nbsp; &nbsp;Clarification by Oneclick Logistics India Limited
31-Oct-23&nbsp;&nbsp; &nbsp;Clarification by Somi Conveyor Beltings Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_surv_31102023.pdf"
"31-Oct-2023","PRESS_RELEASES","Press Release
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_list_31102023.pdf"
"30-Oct-2023","PRESS_RELEASES","30-Oct-23&nbsp;&nbsp; &nbsp;Clarification by Medicamen Biotech Limited
30-Oct-23&nbsp;&nbsp; &nbsp;Clarification by Newjaisa Technologies Limited
30-Oct-23&nbsp;&nbsp; &nbsp;Clarification by Somi Conveyor Beltings Limited
&nbsp;
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_surv_30102023.pdf"
"30-Oct-2023","PRESS_RELEASES","Listing of Equity Shares of Rajgor Castor Derivatives Limited (SME-IPO)
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_list_30102023.pdf"
"27-Oct-2023","NSE INDICES","Revision in Nifty India Select 7 Government Bond Index
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/ind_prs27102023.pdf"
"26-Oct-2023","PRESS_RELEASES","26-Oct-23&nbsp;&nbsp; &nbsp;Clarification by AVSL Industries Limited
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_surv_26102023.pdf"
"26-Oct-2023","NSE INDICES","Changes in Nifty Fixed Income indices w.e.f. October 31, 2023
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/ind_prs26102023.pdf"
"26-Oct-2023","PRESS_RELEASES","Press Release dated October 26, 2023
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_list_26102023.pdf"
"25-Oct-2023","NSE CLEARING","Market Wide Position Limit in DELTACORP
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_nsccl_25102023.pdf"
"25-Oct-2023","NSE INDICES","NSE Indices launches new Sub-Category level Nifty AIF Benchmarks
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/NSE Indices launches new Sub-Category level Nifty AIF Benchmarks.pdf"
"25-Oct-2023","PRESS_RELEASES","Listing of Equity Shares of IRM Energy Limited (IPO)
","https://nsearchives.nseindia.com//web/sites/default/files/2023-10/PR_list_25102023.pdf"
